route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,final_departure_time,final_stop_id,shape_dist_traveled,first_arrival_time,duration,route_short_name,next_arrival_time,time_waiting,is_port_authority_stop,is_incomplete_100th,is_incomplete_99th,is_incomplete_95th,is_incomplete_90th
63,5,12814,190 NEW YORK VIA SECAUCUS,0,190WY074,1090,0 days 21:59:00,43274,19.2093,0 days 21:00:00,0 days 00:59:00,190,0 days 22:30:00,0 days 00:31:00,1,1.0,1.0,1.0,1.0
63,5,12781,190 NEW YORK VIA SECAUCUS & UNION CITY,0,190WY074,1088,1 days 00:48:00,43274,19.1958,0 days 23:50:00,0 days 00:58:00,190,1 days 01:05:00,0 days 00:17:00,1,1.0,1.0,1.0,1.0
63,5,12785,190 NEW YORK VIA SECAUCUS & UNION CITY,0,190WY074,1088,1 days 03:27:00,43274,19.1958,1 days 02:30:00,0 days 00:57:00,190,1 days 04:00:00,0 days 00:33:00,1,1.0,1.0,1.0,1.0
63,5,12817,190 NEW YORK VIA SECAUCUS,0,190WY075,1090,1 days 00:10:00,43274,19.2093,0 days 23:15:00,0 days 00:55:00,190,1 days 00:30:00,0 days 00:20:00,1,1.0,1.0,0.0,0.0
63,5,12784,190 NEW YORK VIA SECAUCUS & UNION CITY,0,190WY075,1088,1 days 02:42:00,43274,19.1958,1 days 01:45:00,0 days 00:57:00,190,1 days 03:00:00,0 days 00:18:00,1,1.0,1.0,0.0,0.0
63,7,12500,190 NEW YORK VIA SECAUCUS,0,190WY075,1043,1 days 00:10:00,43274,19.2093,0 days 23:15:00,0 days 00:55:00,190,1 days 00:30:00,0 days 00:20:00,1,1.0,1.0,0.0,0.0
63,7,12498,190 NEW YORK VIA SECAUCUS & UNION CITY,0,190WY075,1042,1 days 02:42:00,43274,19.1958,1 days 01:45:00,0 days 00:57:00,190,1 days 03:00:00,0 days 00:18:00,1,1.0,1.0,0.0,0.0
73,1,13564,197 NEW YORK VIA WILLOWBROOK,0,191WY001,1203,0 days 06:57:00,43274,64.0076,0 days 05:04:00,0 days 01:53:00,197,0 days 07:30:00,0 days 00:33:00,1,1.0,1.0,1.0,1.0
73,1,13568,197 NEW YORK VIA WILLOWBROOK,0,191WY001,1203,0 days 12:03:00,43274,64.0076,0 days 09:54:00,0 days 02:09:00,197,,,1,1.0,1.0,1.0,1.0
73,2,13618,197 NEW YORK VIA WILLOWBROOK,0,191WY001,1210,0 days 07:29:00,43274,64.0076,0 days 05:32:00,0 days 01:57:00,197,0 days 07:45:00,0 days 00:16:00,1,1.0,1.0,1.0,1.0
73,2,13621,197 NEW YORK VIA WILLOWBROOK,0,191WY001,1210,0 days 12:09:00,43274,64.0076,0 days 09:58:00,0 days 02:11:00,197,,,1,1.0,1.0,1.0,1.0
73,3,13660,197 NEW YORK EXPRESS VIA RIVERVIEW DR,0,191WY001,1219,0 days 05:59:00,43274,56.643,0 days 04:20:00,0 days 01:39:00,197,0 days 06:15:00,0 days 00:16:00,1,1.0,1.0,1.0,1.0
66,4,13159,192X NEW YORK EXPRESS,0,191WY001,1138,0 days 08:28:00,43274,16.9633,0 days 07:43:00,0 days 00:45:00,192,0 days 08:50:00,0 days 00:22:00,1,1.0,1.0,1.0,1.0
66,4,13132,192 NEW YORK VIA NUTLEY,0,191WY001,1135,0 days 11:15:00,43274,23.5513,0 days 10:10:00,0 days 01:05:00,192,,,1,1.0,1.0,1.0,1.0
