Date,Bus,ID,Duration,Start Time,End Time,Air Compressor Energy [kWh],Rear HVAC Energy [kWh],LV Access. Energy [kWh],Electric Heater Energy [kWh],Traction Energy [kWh],Energy Used [kWh],Mileage [miles],Average Speed [mph],SOC Start [%],SOC End [%],Regen Energy [kWh],Net Energy Consumption [kWh/mile],Average Power Consumption [kW],Average Temperature [°F]
2023-03-06,22903,2,00:28:09,07:02 AM,07:30 AM,0.7,0,1.25,5.55,9.7,16.7,5.12631075,10.92641723,90,86.8,8.9,3.257703408,35.59502664,35.33000004
2023-03-06,22903,3,00:23:07,07:47 AM,08:10 AM,0.5,0,0.95,3.75,7.1,12,4.6602825,12.09590267,86.8,84.8,6,2.574951197,31.14635905,40.71200027
2023-03-06,22903,4,00:29:09,08:33 AM,09:02 AM,0.55,0,1.2,4.1,7.5,12.9,4.81562525,9.912093139,84.4,82.4,6.8,2.678779874,26.55231561,42.71000017
2023-03-06,22903,5,00:22:07,09:15 AM,09:37 AM,0.3,0,0.8,2.5,5.6,9,4.50493975,12.22138892,82.4,80.8,4.9,1.997806963,24.41597589,44.0420001
2023-03-06,22903,6,00:29:09,10:03 AM,10:32 AM,0.55,0,1.15,3.6,6.9,11.9,4.427268375,9.112730789,80.4,78.4,6,2.687887653,24.49399657,46.61599979
2023-03-06,22903,7,00:20:06,10:48 AM,11:08 AM,0.25,0,0.8,1.75,4.5,7.3,4.116582875,12.28830709,78.4,76.8,3.4,1.773315447,21.79104478,48.46999931
2023-03-06,22903,8,00:21:06,11:33 AM,11:54 AM,0.35,0,0.9,1.95,6.1,9.5,4.427268375,12.58938874,76.8,75.2,5.2,2.145792664,27.01421801,50.15136398
2023-03-06,22903,9,00:17:05,12:22 PM,12:39 PM,0.25,0,0.7,2,5.1,7.9,3.961240125,13.91264824,74.8,73.6,4.6,1.994324946,27.74634146,51.04500074
2023-03-06,22903,10,00:34:11,12:59 PM,01:33 PM,0.5,0,1.2,1.45,8,11,6.05836725,10.63389668,73.6,71.2,6.8,1.815670716,19.3076548,52.89799938
2023-03-06,22903,11,01:30:28,01:52 PM,03:23 PM,1.5,0,3.2,3.9,44,51.7,28.03936638,18.5964847,71.2,61.6,30.4,1.843836245,34.28887251,54.30457161
2023-03-07,22901,1,07:30:20,05:36 AM,01:06 PM,4.35,0,16.15,48.7,89.7,158.2,84.1957705,11.21779326,91.6,64,59.7,1.87895424,21.07772021,39.66126491
2023-03-07,22901,2,01:28:28,01:54 PM,03:23 PM,1.4,0,2.95,7.5,44.3,54.3,28.19408775,19.12183796,77.2,67.2,29.9,1.925935695,36.82743029,47.56979793
2023-03-07,22902,1,00:45:14,12:01 AM,12:46 AM,0.45,0,1.45,6.1,6.5,15,5.2816535,7.005877892,52.4,49.6,6.5,2.840019702,19.89683125,44.87430432
2023-03-07,22902,2,00:19:06,06:21 AM,06:40 AM,0.4,0,0.65,1.35,6.2,8.6,4.349597,13.6636555,91.2,89.6,6.5,1.977194669,27.01570681,34.99339996
2023-03-07,22902,3,00:27:08,07:02 AM,07:30 AM,0.65,0,1.15,4.95,9.9,16.9,5.12631075,11.3358223,89.6,86.4,9.3,3.29671782,37.37100737,35.20399995
2023-03-07,22902,4,00:23:07,07:46 AM,08:09 AM,0.45,0,1.1,5.25,6.8,14.2,4.50493975,11.69270591,86.4,84,6.9,3.15209543,36.85652487,35.88800015
2023-03-07,22902,5,00:24:08,08:35 AM,08:59 AM,0.6,0,1.2,5.65,6.9,15,4.427268375,11.00702082,83.6,80.8,7.2,3.38809368,37.29281768,36.91399995
2023-03-07,22902,6,00:26:08,09:15 AM,09:41 AM,0.5,0,1.15,4.35,6,12.4,4.116582875,9.451338233,80.8,78.8,4.9,3.01220706,28.46938776,37.59799981
2023-03-07,22902,7,00:24:07,10:02 AM,10:26 AM,0.45,0,1.1,3.8,6.9,12.7,4.50493975,11.20786669,78.4,76.4,5.4,2.819127603,31.59640636,41.07199993
2023-03-07,22902,8,00:17:05,10:51 AM,11:08 AM,0.3,0,0.75,2.05,5,8.4,3.805897375,13.3670542,76,74.4,4.4,2.207101026,29.50243902,43.91599979
2023-03-07,22902,9,00:20:06,11:35 AM,11:55 AM,0.3,0,0.9,2.25,5.9,9.5,4.50493975,13.44758134,74.4,72.4,4.7,2.108796239,28.35820896,45.71257114
2023-03-07,22902,10,00:18:06,12:22 PM,12:40 PM,0.3,0,0.75,1.5,4.5,7.1,3.88356875,12.87370856,72.4,71.2,4.3,1.82821535,23.5359116,46.31473652
2023-03-07,22902,11,00:29:09,01:02 PM,01:31 PM,0.55,0,1.25,2.5,8,12.6,5.9030245,12.15030772,70.8,68.8,7.5,2.134499018,25.9348199,47.04799938
2023-03-07,22902,12,00:19:06,02:47 PM,03:06 PM,0.2,0,0.65,0.6,12.6,13.9,8.310837125,26.10734175,84.8,82.4,6.2,1.67251503,43.66492147,47.58799973
2023-03-07,22902,13,01:40:31,03:18 PM,04:59 PM,1.6,0,3.2,2.4,30.4,37.5,21.90332775,13.07444535,82.4,76,22.9,1.712068615,22.38434754,46.93126718
2023-03-07,22902,14,01:19:24,05:11 PM,06:30 PM,0.9,0,2.7,5.75,23.5,33.9,19.883872,15.02559597,75.6,69.6,14.5,1.704899327,25.61712846,44.36059987
2023-03-07,22902,15,01:14:22,06:54 PM,08:09 PM,0.75,0,3,12.7,23.5,41.3,21.04894263,16.9825624,69.2,61.6,14.6,1.962093809,33.32138055,41.63359974
2023-03-07,22902,16,01:06:21,08:33 PM,09:39 PM,0.7,0,2.7,10.75,23.5,39.4,19.65085787,17.77018044,61.2,54,12.3,2.005001525,35.62923888,38.43728368
2023-03-07,22902,17,01:31:09,10:02 PM,11:34 PM,0.9,0,3.35,15.2,25.9,47.9,21.82565638,14.36686103,53.6,44,14.7,2.19466481,31.53044432,36.91024172
2023-03-07,22903,1,03:59:14,03:41 AM,07:40 AM,2.75,0,9.25,45.65,76.4,132.9,52.27283537,13.11008829,93.6,70.4,40.5,2.542429525,33.33147555,35.16905438
2023-03-07,22903,2,02:30:47,08:00 AM,10:30 AM,2.1,0,6.2,26.3,47.7,82.7,32.23362063,12.8264656,70.4,54.8,29.7,2.565644144,32.90814635,38.21572181
2023-03-07,22903,3,01:15:24,12:40 PM,01:55 PM,1.2,0,2.6,10.45,24.5,37.9,20.34990025,16.19355458,89.6,82.8,17.3,1.862416991,30.15915119,47.11431533
2023-03-07,22903,4,00:29:09,02:25 PM,02:54 PM,0.3,0,1.2,6.25,11.7,19,8.310837125,17.10635429,82.8,79.2,7.3,2.286171623,39.10806175,47.57000017
2023-03-07,22903,5,00:57:17,03:00 PM,03:58 PM,1.2,0,2.1,10.35,16.7,29.7,12.50509137,13.09814633,79.2,74,12.5,2.375032625,31.10852488,47.46386179
2023-03-07,22903,6,01:19:24,04:14 PM,05:33 PM,1.6,0,3.15,12.8,28.6,45,19.49551513,14.7321273,74,65.6,20.3,2.308223184,34.00503778,46.04900017
2023-03-07,22903,7,00:03:01,05:46 PM,05:49 PM,0,0,0.1,0.85,0.7,1.6,0.46602825,9.269070166,65.6,65.2,0.9,3.433268262,31.82320442,43.68199959
2023-03-07,22903,8,01:13:23,05:58 PM,07:11 PM,1.1,0,2.8,13.15,25,42,19.80620063,16.19403185,65.2,57.2,16.1,2.120548044,34.34022258,43.0670807
2023-03-07,22903,9,01:33:29,07:25 PM,08:58 PM,1.05,0,3.9,19.55,36.6,61.9,27.6510095,17.7471268,55.2,43.2,16,2.238616279,39.72900695,40.4345318
2023-03-08,22901,1,02:21:43,05:59 AM,08:21 AM,2.1,0,5.65,29.95,36.8,73.5,24.5441545,10.39150373,92.8,80,33.7,2.994603053,31.11842879,33.81318311
2023-03-08,22901,2,02:09:40,08:40 AM,10:49 AM,1.95,0,5.05,19.9,29.6,56.1,21.747985,10.06333496,80,70,26.7,2.579549324,25.95886889,39.43939979
2023-03-08,22901,3,02:18:43,11:09 AM,01:28 PM,2.65,0,5.5,16.15,47.2,69.8,28.1953305,12.1955052,70,56.8,39.2,2.475587226,30.19103689,44.69815832
2023-03-08,22901,4,01:06:21,01:41 PM,02:48 PM,1.3,0,2.7,6,21.6,30.9,14.99119675,13.55647031,56.8,50.4,19.8,2.06120969,27.94272796,47.46737264
2023-03-08,22902,1,00:28:09,06:09 AM,06:38 AM,0.4,0,1.05,3.65,7.2,12.6,4.50493975,9.60200302,92,89.6,5.7,2.796929748,26.85612789,33.18800005
2023-03-08,22902,2,00:28:09,07:02 AM,07:30 AM,0.65,0,1.3,5.7,7.3,16.4,4.970968,10.59531368,89.6,86.8,6.1,3.299156221,34.95559503,33.25999998
2023-03-08,22902,3,00:24:07,07:47 AM,08:11 AM,0.5,0,1.05,4.3,6.2,12.8,4.582611125,11.40110577,86.8,84.4,5.7,2.7931674,31.84519696,35.34800003
2023-03-08,22902,4,00:26:08,08:34 AM,09:00 AM,0.55,0,1.2,4.25,6.9,13.5,4.50493975,10.34297392,84,81.2,5.4,2.996710444,30.99489796,37.46199985
2023-03-08,22902,5,00:18:06,09:19 AM,09:37 AM,0.4,0,0.9,2.15,5.4,9.3,4.0389115,13.38865691,81.6,80,4.9,2.302600589,30.82872928,38.06599979
2023-03-08,22902,6,00:21:07,10:02 AM,10:23 AM,0.4,0,1,3.3,5.7,10.8,4.19425425,11.91737593,80,78,4.5,2.574951197,30.6866614,40.31599979
2023-03-08,22902,7,00:26:08,10:48 AM,11:14 AM,0.45,0,1.2,2.15,5,9.1,4.116582875,9.451338233,77.6,76,3.8,2.21057131,20.89285714,42.63799973
2023-03-08,22902,8,00:27:08,11:33 AM,12:00 PM,0.45,0,1.2,3.05,7.1,12.1,4.737953875,10.47704788,76,73.6,6.1,2.553845039,26.75675676,44.00150003
2023-03-08,22902,9,00:20:06,12:19 PM,12:39 PM,0.5,0,1,1.95,6,9.6,3.88356875,11.59274254,73.6,72,4.9,2.471953149,28.65671642,44.45600014
2023-03-08,22902,10,00:24:07,01:02 PM,01:26 PM,0.4,0,1.05,1.3,6.4,9.4,4.893296625,12.17406209,71.6,70,6.1,1.920995337,23.38631652,46.25600014
2023-03-08,22902,11,01:27:27,01:58 PM,03:25 PM,1.15,0,2.85,6.7,42,52.2,27.10730988,18.59849734,69.2,59.2,27.6,1.925679835,35.81475129,47.85881767
2023-03-08,22903,1,01:13:23,05:47 AM,07:00 AM,0.9,0,2.7,13.3,23.6,40.2,20.34990025,16.6385739,91.6,84.4,14.9,1.975439658,32.86849875,33.20843246
2023-03-08,22903,2,05:01:33,08:01 AM,01:03 PM,3.2,0,11.4,36.8,72,124.2,62.83614238,12.50263155,82.4,59.6,47,1.97656946,24.71231968,40.97936868
2023-03-08,22903,3,00:28:09,01:21 PM,01:49 PM,0.4,0,0.95,1.7,6.7,9.8,5.670010375,12.08527966,60.8,59.2,4.9,1.728391899,20.88809947,46.41737935
2023-03-08,22903,4,00:28:08,02:18 PM,02:47 PM,0.35,0,1.1,3.35,6.4,11.5,5.980695875,12.7550386,58.8,56.8,5.4,1.922853166,24.52606635,47.65441326
2023-03-09,22901,1,03:59:13,03:40 AM,07:39 AM,3,0,9.95,48.35,70.2,133,52.5058495,13.16944598,93.2,69.6,38.7,2.533051103,33.35887968,32.03712971
2023-03-09,22901,2,02:43:51,07:59 AM,10:43 AM,2.25,0,6.4,22.05,45.5,76.1,32.23299925,11.80335646,68,53.6,28.4,2.360934501,27.86695148,39.42598777
2023-03-09,22901,3,00:42:13,01:31 PM,02:13 PM,0.6,0,1.3,3.5,5.6,10.4,5.825974496,8.280105877,90.4,88.4,4.1,1.785109085,14.78089222,50.94269733
2023-03-09,22901,4,00:37:12,02:30 PM,03:07 PM,0.65,0,1.25,2.8,5.7,10,5.204603496,8.394521768,88.4,86.8,4.6,1.921375953,16.12903226,51.72989458
2023-03-09,22901,5,00:34:11,03:15 PM,03:49 PM,0.6,0,1.05,1.75,4.7,7.8,4.581989754,8.042497862,86.8,85.2,3.8,1.702317207,13.6908825,51.86171447
2023-03-09,22901,6,01:04:36,04:08 PM,05:13 PM,1,0,2,3.25,10,15.7,9.709543246,9.018151622,85.2,82.4,7.3,1.616965866,14.58204334,51.02228622
2023-03-09,22901,7,00:33:11,05:29 PM,06:03 PM,0.5,0,1.35,4.25,5.3,11,5.2816535,9.54995108,82.4,80.4,3.5,2.082681115,19.88950276,48.29000055
2023-03-09,22901,8,00:44:14,06:15 PM,06:59 PM,0.55,0,1.7,5.1,6.2,13.1,6.67973825,9.060684891,80.4,78,4,1.96115469,17.76940467,46.52000046
2023-03-10,22902,1,00:22:07,01:10 PM,01:32 PM,0.2,0,0.75,2.35,3.1,6.6,2.64082675,7.164262472,90,88.8,2.8,2.499217338,17.90504898,46.09399986
2023-03-11,22901,1,01:48:33,07:11 AM,09:00 AM,1.5,0,4.5,23.9,35,63.2,25.7868965,14.25346651,92.8,82,20.5,2.450857163,34.9332105,36.52559635
2023-03-11,22901,2,01:06:20,09:06 AM,10:12 AM,0.95,0,3,16.05,18.9,38.6,16.00030325,14.47263611,81.6,74.8,11.3,2.412454276,34.91457286,37.61304479
2023-03-11,22901,3,05:52:50,10:18 AM,04:10 PM,4.45,0,15.1,65.25,101.8,185.7,83.885085,14.26482315,74.8,38.8,68.4,2.213742765,31.57864903,40.86223864
2023-03-11,22902,1,04:51:30,01:22 PM,06:13 PM,3.55,0,10.55,44.55,93.6,153,67.4187535,13.87693039,91.6,64.4,58.5,2.269398232,31.4922813,41.60604132
2023-03-11,22902,2,02:30:46,06:21 PM,08:51 PM,1.75,0,6.15,30.15,53.1,93.4,39.53472987,15.7334764,64.4,42.8,30.6,2.362479782,37.1700199,38.25494046
2023-03-11,22903,1,01:12:22,09:18 AM,10:30 AM,0.8,0,2.9,12.1,22.3,37.5,19.41784375,16.09954802,92.8,86.4,13.4,1.931213397,31.09166283,37.76789036
2023-03-11,22903,2,01:17:25,10:43 AM,12:00 PM,0.55,0,3.3,15.5,22,41.5,21.126614,16.37369438,86.4,79.2,12.7,1.964346961,32.16361679,39.45200031
2023-03-11,22903,3,01:21:24,12:18 PM,01:39 PM,0.6,0,3.3,15.75,34.5,54.1,27.26265262,20.09532135,79.2,69.6,18,1.984399711,39.87714988,40.61453672
2023-03-11,22903,4,00:02:01,02:02 PM,02:04 PM,0.05,0,0.1,0.55,0.3,1.1,0.233014125,6.932651653,69.2,68.8,0.2,4.72074386,32.72727273,42.56599979
2023-03-11,22903,5,01:25:26,02:18 PM,03:44 PM,0.95,0,3.65,15.35,36.2,55.9,27.340324,19.20116395,68.8,58.4,20.4,2.044599033,39.25868123,42.35753456
2023-03-12,22901,1,00:53:17,02:55 PM,03:48 PM,1,0,1.95,7.45,21.1,30.3,13.59186925,15.30520154,93.6,88,17.7,2.229273946,34.11948702,45.48866641
2023-03-12,22901,2,00:55:17,04:00 PM,04:55 PM,0.85,0,2.25,7.55,15.9,25.7,11.806049,12.81331818,88,83.6,12.5,2.176850189,27.8926741,45.44696464
2023-03-12,22901,3,00:48:04,05:16 PM,06:04 PM,0.85,0,2.1,8.55,14.8,25.2,10.640357,13.28199903,83.6,79.2,13.6,2.368341588,31.45631068,44.72825004
2023-03-12,22901,4,00:56:33,06:16 PM,07:13 PM,1.1,0,2,8.2,22.3,32.8,11.88434175,12.60938116,79.2,73.2,17.6,2.759934097,34.80106101,43.27842089
2023-03-12,22901,5,00:49:16,07:29 PM,08:18 PM,0.9,0,2.25,8.7,16,27.4,10.64159975,12.95999969,73.2,68,13.9,2.574800843,33.36941813,41.38520023
2023-03-12,22901,6,00:54:17,08:30 PM,09:24 PM,1.05,0,2.3,9.85,19.8,32.6,11.883099,13.13452761,68,62,14.8,2.743392106,36.03315935,40.2168361
2023-03-12,22901,7,00:42:13,09:47 PM,10:29 PM,0.85,0,1.9,6.5,15.9,25.1,10.09727875,14.35065278,61.2,56.4,12.5,2.485818271,35.67311488,39.50600014
2023-03-12,22901,8,00:58:18,10:45 PM,11:44 PM,1.2,0,2.5,11,25.6,40,14.912904,15.34775712,56.4,48.4,16.9,2.68224083,41.16638079,39.25400038
2023-03-12,22903,1,01:10:21,07:22 AM,08:32 AM,0.85,0,2.85,15.65,25.2,44.8,20.27222887,17.28974744,85.6,77.6,14.4,2.209919801,38.20895522,29.94470425
2023-03-12,22903,2,00:15:04,08:42 AM,08:57 AM,0.25,0,0.7,3.15,6.7,11.1,3.728226,14.8469177,77.6,75.6,3,2.977287321,44.20353982,34.5920001
2023-03-12,22903,3,00:57:18,09:04 AM,10:01 AM,0.8,0,2.35,11.55,21.3,35.8,17.16537387,17.97421348,75.6,69.2,12.1,2.085593956,37.48691099,35.83462075
2023-03-12,22903,4,02:50:53,10:08 AM,12:59 PM,1.9,0,6.9,28.45,51.9,89.7,41.39884287,14.53582701,69.2,52.4,31.8,2.166727226,31.49517214,40.56978957
2023-03-12,22903,5,03:00:56,01:26 PM,04:27 PM,2.65,0,7.45,25.75,53.6,88.9,40.6998005,13.4966177,50,32.4,35.6,2.184285891,29.48047163,45.45196697
2023-03-13,22901,1,00:07:04,06:43 AM,06:50 AM,0.1,0,0.25,1.55,3.8,5.6,2.7961695,23.74106179,86,84.8,1.2,2.00273982,47.54716981,37.72400012
2023-03-13,22901,2,03:14:00,06:56 AM,10:10 AM,3.1,0,7.05,29.5,60.7,97.4,46.9905605,14.53316304,84.8,67.2,39,2.072756719,30.12371134,38.84176302
2023-03-13,22901,3,01:33:29,10:29 AM,12:03 PM,1.55,0,3.7,14.1,22.5,42.1,21.20490675,13.60985279,67.2,59.2,16.4,1.985389538,27.02085933,42.48155343
2023-03-13,22901,4,01:21:25,12:19 PM,01:40 PM,1.2,0,3.3,13.6,39.6,57.3,28.11579501,20.71993081,57.2,46,21.1,2.038000348,42.2272262,44.09885382
2023-03-13,22902,1,01:46:33,05:32 AM,07:19 AM,1.25,0,3.75,12.3,25.5,43.3,22.52469875,12.68401619,91.6,84,17,1.922334255,24.38291882,37.62710275
2023-03-13,22902,2,01:38:30,08:02 AM,09:40 AM,1.05,0,3.75,14.05,22.2,42.9,21.20428537,12.91631596,83.2,75.6,14.5,2.02317594,26.1319797,38.78127284
2023-03-13,22902,3,02:55:54,10:03 AM,12:58 PM,2.05,0,6.55,20.85,44.9,76.4,42.5639135,14.5186743,75.2,61.2,32.7,1.794947732,26.06026151,42.67492062
2023-03-13,22902,4,00:08:02,01:25 PM,01:34 PM,0.15,0,0.3,0,1.3,1.7,1.320413375,9.86200861,65.2,65.2,1,1.287475598,12.69709544,44.34800024
2023-03-13,22902,5,00:23:08,01:45 PM,02:08 PM,0.35,0,0.95,2.95,4.5,8.8,4.427268375,11.48282864,65.2,63.2,3.2,1.987681625,22.82420749,44.90600014
2023-03-13,22902,6,00:31:10,02:29 PM,03:01 PM,0.45,0,1.4,4.5,5.7,12.6,5.359324875,10.31741687,63.2,60,4.2,2.351042397,24.25668449,44.84862519
2023-03-13,22902,7,00:29:09,03:15 PM,03:44 PM,0.55,0,1.3,3.55,4.9,10.7,4.349597,8.952858319,60.8,58.8,3.9,2.459998018,22.02401372,44.71700025
2023-03-13,22902,8,00:29:09,04:00 PM,04:29 PM,0.45,0,1.25,4.3,5.8,12.5,5.2816535,10.87132796,58.8,56,4.4,2.366683085,25.72898799,44.31200027
2023-03-13,22902,9,00:28:09,04:44 PM,05:13 PM,0.75,0,1.3,4.55,5.2,12.4,4.349597,9.270899467,56,53.6,4.1,2.850838825,26.42984014,44.11400003
2023-03-13,22902,10,00:32:10,05:28 PM,06:00 PM,0.55,0,1.5,5.5,6.3,14.5,5.203982125,9.706909663,53.6,50.8,4.2,2.786327787,27.04663212,43.62145478
2023-03-13,22902,11,00:47:48,06:06 PM,06:54 PM,0.65,0,1.85,6.7,7.2,17.5,6.602066875,8.287113232,50.8,46.8,5.4,2.650685055,21.9665272,43.01717414
2023-03-13,22903,1,03:28:05,06:05 AM,09:34 AM,3.2,0,8.1,38.1,47.5,95.3,33.554034,9.675171998,92.8,76,37.8,2.840195012,27.47937525,38.18078269
2023-03-13,22903,2,01:01:18,09:49 AM,10:51 AM,0.95,0,2.45,10.55,16,29.9,11.184678,10.94748254,75.6,70.4,13.5,2.673300027,29.26590538,41.4346131
2023-03-13,22903,3,00:52:16,11:14 AM,12:07 PM,1.05,0,2.05,8.6,15.5,27.1,10.2526215,11.76959101,70,65.2,12,2.643226418,31.10969388,42.88898127
2023-03-13,22903,4,01:17:23,12:11 PM,01:29 PM,1.25,0,2.9,9.45,17.4,30.9,11.41769213,8.852830422,64.8,58.8,13.9,2.706326258,23.95864743,43.97969244
2023-03-13,22903,5,01:10:21,01:44 PM,02:54 PM,1.3,0,2.75,9.4,23,36.5,14.67988987,12.52016194,58.8,52,19,2.486394674,31.13006397,44.89078888
2023-03-14,22901,1,07:27:19,05:31 AM,12:58 PM,4.45,0,17.3,70.45,92.7,187,84.2728205,11.30378009,93.2,59.6,61.1,2.218983521,25.08290175,36.17535432
2023-03-14,22901,2,00:06:02,01:31 PM,01:37 PM,0.1,0,0.2,0,1.5,1.9,1.321034746,13.13736211,67.2,66.8,1,1.438266484,18.89502762,38.62400012
2023-03-14,22901,3,00:24:08,01:45 PM,02:09 PM,0.35,0,1.05,4.7,4.3,9.9,4.50493975,11.20012645,66.8,65.2,3,2.197587659,24.61325967,38.83999991
2023-03-14,22901,4,00:32:10,02:29 PM,03:01 PM,0.6,0,1.45,6.1,6.2,14.5,5.2816535,9.851788912,64.8,62.4,4.3,2.745352379,27.04663212,38.63054536
2023-03-14,22901,5,00:26:08,03:15 PM,03:41 PM,0.4,0,1.2,5.05,4.4,11.6,4.50493975,10.34297392,62.4,60,3.1,2.574951197,26.63265306,38.47999989
2023-03-14,22901,6,00:29:09,04:00 PM,04:29 PM,0.35,0,1.4,5.15,6,13.6,5.2816535,10.87132796,60,57.2,3.9,2.574951197,27.99313894,39.37999983
2023-03-14,22901,7,00:40:24,04:34 PM,05:15 PM,0.65,0,1.65,6.95,5,15,4.503697008,6.688658923,57.2,54.4,3.9,3.330597057,22.27722772,39.24707723
2023-03-14,22901,8,00:29:08,05:30 PM,05:59 PM,0.35,0,1.35,5.65,6.2,14.2,5.203360754,10.71630361,54.4,51.6,3.4,2.729005478,29.24485126,38.78600025
2023-03-14,22901,9,00:43:13,06:07 PM,06:51 PM,0.4,0,1.8,7.2,6.8,16.8,6.678495508,9.272111002,51.6,48,4.4,2.515536617,23.32433475,38.44944203
2023-03-14,22902,1,00:28:08,06:12 AM,06:40 AM,0.55,0,1,1.05,6.5,9.5,5.048639375,10.76724037,92,90,5.1,1.881695105,20.26066351,36.48510343
2023-03-14,22902,2,00:26:09,07:03 AM,07:29 AM,0.65,0,1.2,1.3,9.7,13.7,5.048639375,11.5838762,90,87.6,9.6,2.713602415,31.43403442,35.56400003
2023-03-14,22902,3,00:24:08,07:44 AM,08:09 AM,0.4,0,1.3,7.75,6.1,16.2,4.582611125,11.39323208,87.6,84,5.2,3.53510249,40.27624309,35.36600001
2023-03-14,22902,4,00:23:07,08:33 AM,08:56 AM,0.45,0,1.3,6.4,6.9,15.6,4.6602825,12.09590267,84.4,81.6,6.3,3.347436556,40.49026676,35.78675006
2023-03-14,22902,5,00:21:07,09:16 AM,09:37 AM,0.3,0,1.15,5.25,5.1,12.6,3.961240125,11.25529949,81.2,79.2,4.9,3.180822066,35.80110497,35.96000009
2023-03-14,22902,6,00:20:05,10:05 AM,10:25 AM,0.4,0,1.15,5.25,8.4,15.4,4.81562525,14.38693021,78.8,76,7.6,3.19792326,46.00829876,35.63599997
2023-03-14,22902,7,00:26:08,10:47 AM,11:13 AM,0.3,0,1.45,6.25,5.1,13.7,4.116582875,9.451338233,76,73.2,4.5,3.328002962,31.45408163,35.88800015
2023-03-14,22902,8,00:23:07,11:33 AM,11:56 AM,0.45,0,1.1,4.15,7.6,13.6,4.81562525,12.49909942,72.4,70,6.8,2.824140022,35.29920692,36.86975013
2023-03-14,22902,9,00:19:06,12:16 PM,12:35 PM,0.3,0,1.1,4.7,4.9,11.6,4.19425425,13.1756678,70,68,3.9,2.765688322,36.43979058,37.27400012
2023-03-14,22902,10,00:25:08,12:59 PM,01:25 PM,0.3,0,1.35,5.9,6.1,14.5,5.2816535,12.60872188,68,64.8,4.1,2.745352379,34.61538462,38.62400012
2023-03-14,22902,11,01:58:03,02:01 PM,03:59 PM,1.25,0,4.4,11.75,24.5,44,23.45675525,11.92211194,64,55.6,18.8,1.875792262,22.36340534,38.74030758
2023-03-14,22903,1,03:56:13,03:43 AM,07:39 AM,2.35,0,9.45,50.45,72,133,52.195164,13.25778525,93.2,69.6,39.7,2.548128788,33.78254427,37.0342034
2023-03-14,22903,2,02:32:48,07:57 AM,10:30 AM,2.1,0,6.8,31.65,46.4,87.8,32.311292,12.6876801,69.2,52.8,27.7,2.717316287,34.47643979,35.68715792
2023-03-14,22903,3,04:52:30,12:29 PM,05:21 PM,4.05,0,11.25,51.6,80.2,145,60.5836725,12.42742,86.8,60.4,51.4,2.393384125,29.74358974,38.82391097
2023-03-14,22903,4,03:07:59,05:49 PM,08:57 PM,2.25,0,8.05,42.25,64.9,119.4,49.55433725,15.8166162,60,36.4,32.6,2.409476276,38.1097615,37.59455336
2023-03-15,22901,1,01:11:21,01:54 PM,03:05 PM,1,0,2.55,6.45,30.5,39.1,19.72977199,16.59125886,92.8,86,22.9,1.981776577,32.88016819,46.67600006
2023-03-15,22901,2,00:20:06,03:10 PM,03:30 PM,0.25,0,0.65,2.3,15.2,18.2,8.3885085,25.04032388,86,82.8,6.3,2.169634805,54.32835821,48.00200062
2023-03-15,22902,1,01:25:26,03:41 AM,05:07 AM,1,0,3.8,19.65,29.7,56,20.97127125,14.72816553,91.6,82,13.8,2.670319759,39.32891143,33.65600003
2023-03-15,22902,2,02:08:40,05:29 AM,07:37 AM,1.85,0,5.65,25.15,43.7,78.4,31.30156412,14.59658431,81.2,67.2,24.2,2.504667169,36.55958549,33.59851161
2023-03-15,22902,3,02:31:47,07:58 AM,10:29 AM,1.9,0,7,27.8,43.1,82.8,32.15594925,12.71125698,67.2,51.6,27,2.574951197,32.73086637,35.35699993
2023-03-15,22902,4,00:53:17,12:46 PM,01:39 PM,0.9,0,2.05,3.8,18.3,25,14.36920437,16.18052416,80.8,76.4,13.5,1.73983189,28.15139193,44.39866646
2023-03-15,22902,5,00:18:19,01:44 PM,02:03 PM,0.2,0,0.5,1.25,4.5,6.5,3.650554625,11.95814072,75.6,74.4,4,1.780551359,21.29208371,46.12999983
2023-03-15,22902,6,06:34:01,02:27 PM,09:01 PM,5.3,0,14.45,37.55,113.8,172.7,88.62303888,13.49532338,74.4,41.2,70.4,1.948703206,26.29837993,46.99754179
2023-03-15,22903,1,00:17:05,06:19 AM,06:36 AM,0.25,0,0.7,2.95,4.7,8.4,4.0389115,14.18544527,91.6,90.4,3.4,2.079768274,29.50243902,33.60199997
2023-03-15,22903,2,00:28:09,07:01 AM,07:29 AM,0.5,0,1.45,8.5,7,17.8,5.359324875,11.42307256,90,86.8,5.1,3.321313862,37.93960924,33.58399999
2023-03-15,22903,3,00:20:06,07:48 AM,08:09 AM,0.25,0,1,5.7,5.2,12.7,4.116582875,12.28830709,86.8,84.4,4.1,3.085083037,37.91044776,33.87199993
2023-03-15,22903,4,00:24:07,08:31 AM,08:55 AM,0.45,0,1.3,7.65,7.1,16.8,4.6602825,11.59434485,84.4,81.6,5.5,3.604931675,41.79682101,34.60927991
2023-03-15,22903,5,00:20:06,09:18 AM,09:38 AM,0.3,0,1.1,5.7,4.8,12.3,3.88356875,11.59274254,81.2,79.2,3.6,3.167189972,36.71641791,35.02399991
