Date,Bus,ID,Duration,Start Time,End Time,Air Compressor Energy [kWh],Rear HVAC Energy [kWh],LV Access. Energy [kWh],Electric Heater Energy [kWh],Traction Energy [kWh],Energy Used [kWh],Mileage [miles],Average Speed [mph],SOC Start [%],SOC End [%],Regen Energy [kWh],Net Energy Consumption [kWh/mile],Average Power Consumption [kW],Average Temperature [°F]
2023-04-04,22901,4,00:53:16,10:00 AM,10:53 AM,0.9,0,1.7,2.2,16.6,20.6,10.563307,11.89859362,80.8,77.2,16.3,1.950146862,23.20400501,65.73399963
2023-04-04,22901,5,00:47:15,11:12 AM,11:59 AM,0.85,0.25,1.45,0,16.3,18.1,10.95228525,13.9076638,77.2,74,14.8,1.652623137,22.98412698,70.14650049
2023-04-04,22901,6,01:03:20,12:19 PM,01:23 PM,0.9,1.45,2.1,0,15.3,19,10.486257,9.934348733,74,70.4,13.9,1.811895322,18,73.49112494
2023-04-04,22901,7,01:17:24,01:31 PM,02:48 PM,1.2,2.05,2.9,0,21.8,27.7,14.75880399,11.44093333,70.4,65.2,20.6,1.876845848,21.47286822,75.41623189
2023-04-04,22902,1,08:39:41,04:44 AM,01:24 PM,5.2,2.85,17.1,24.55,116.3,166.8,112.9341793,13.03880714,92,62.4,81.1,1.476966505,19.2578814,59.96244408
2023-04-04,22902,2,01:17:24,02:18 PM,03:36 PM,1,0,2.05,0,25.4,27.9,19.80620063,15.3536439,62,56.8,19.5,1.408649772,21.62790698,75.81892364
2023-04-04,22902,3,01:35:30,03:51 PM,05:26 PM,1.4,3.5,3.5,0,29.3,38.5,22.29168463,14.00524688,56.8,49.2,23.4,1.727101412,24.18848168,76.06212589
2023-04-04,22902,4,01:17:23,05:43 PM,07:00 PM,0.9,1.65,2.45,0,24.5,29.3,20.89359988,16.20007744,49.2,43.2,16.6,1.40234331,22.71807021,74.49384504
2023-04-04,22902,5,01:30:28,07:23 PM,08:53 PM,0.75,0,2.4,0,21.8,24.8,21.82565638,14.47538006,42.8,37.6,17,1.136277396,16.44804716,68.2104607
2023-04-04,22903,1,00:31:09,03:38 AM,04:10 AM,0.2,0,1.35,6.4,10,17.6,6.835081,13.16548507,92.8,90,3.1,2.574951197,33.90048154,50.48093832
2023-04-04,22903,2,03:25:03,04:14 AM,07:39 AM,2.45,0,7.1,23.25,58.6,89.6,45.0493975,13.1819744,89.6,74,40.5,1.988927821,26.21799561,50.26762945
2023-04-04,22903,3,01:05:20,07:59 AM,09:05 AM,1.05,0,2.35,5.35,23.1,31.3,15.92263188,14.62282519,74,68,16.7,1.965755426,28.74489796,55.48781832
2023-04-04,22903,4,01:14:23,09:23 AM,10:38 AM,1.25,1.2,2.5,1,23.3,28.9,16.69934562,13.47023174,68,62.4,17.1,1.730606734,23.31167376,63.52567949
2023-04-05,22901,1,01:38:30,04:40 AM,06:19 AM,0.7,0.15,2.9,4.25,28.4,36.2,29.12614425,17.74181376,93.6,87.2,13.9,1.242869625,22.05076142,57.53000046
2023-04-05,22901,2,00:34:02,12:46 PM,01:20 PM,0.35,0.25,0.95,0,12.8,14,9.941936,17.52740921,85.6,82.4,6.6,1.408176436,24.68168462,73.47200165
2023-04-05,22902,1,01:03:20,06:01 AM,07:05 AM,1.15,0.1,1.8,0,16.4,19.7,12.81577688,12.1412623,92,88.4,14.9,1.537167836,18.66315789,57.63481285
2023-04-05,22902,2,00:55:17,07:33 AM,08:29 AM,1.05,0,2,4.7,12.5,20.3,10.2526215,11.12735526,88,84.4,12.9,1.979981413,22.03195659,57.2064278
2023-04-05,22902,3,02:03:39,08:44 AM,10:47 AM,2.05,0,4.4,8.85,31.3,46.1,21.59264225,10.47762665,84.4,76.4,28.9,2.134986514,22.36959159,59.05617727
2023-04-05,22902,4,01:00:18,11:12 AM,12:13 PM,0.95,0,1.85,0,14.5,17.3,10.95166388,10.89717799,76.4,73.2,13.1,1.579668642,17.21393035,66.1837699
2023-04-05,22902,5,02:16:42,12:33 PM,02:49 PM,2.2,1.8,4.35,0,32.6,40.9,24.85484,10.90922019,73.2,65.6,31.5,1.645554749,17.95171909,74.9020154
2023-04-05,22903,1,04:00:14,03:44 AM,07:44 AM,2.3,0.55,7.4,9.7,63.9,85.1,52.35050675,13.07491496,91.6,76.8,39.1,1.625581208,21.25433606,57.49362523
2023-04-05,22903,2,02:26:46,08:03 AM,10:30 AM,2.1,0,5.05,10.15,43.7,60.4,32.38896338,13.24100252,76.8,65.6,32.7,1.864832761,24.69225528,58.25632849
2023-04-05,22903,3,00:52:16,01:13 PM,02:06 PM,0.65,1.2,2.1,3.2,14.1,21.1,12.34974862,14.17700735,92.4,88.8,12.1,1.7085368,24.22193878,75.12256699
2023-04-05,22903,4,02:26:46,03:14 PM,05:41 PM,1.8,3.25,6.7,4.6,30.1,46.5,25.7868965,10.54199721,90.8,82.8,27,1.803241425,19.00976607,77.19873504
2023-04-05,22903,5,00:56:17,06:02 PM,06:58 PM,0.6,0.45,2.45,2.1,10.9,16.4,10.48563562,11.17805397,82.8,80,9.7,1.564044431,17.48297305,72.75200005
2023-04-05,22903,6,01:00:18,07:06 PM,08:06 PM,0.75,0.05,2.4,2.6,15.5,21.4,13.28180513,13.21572649,80,76,13.3,1.611226772,21.29353234,68.06373708
2023-04-05,22903,7,00:53:16,08:31 PM,09:25 PM,0.6,0,2.2,1.5,10,14.3,10.563307,11.89859362,76,73.6,8.7,1.353742725,16.10763454,63.7026666
2023-04-05,22903,8,00:53:17,09:42 PM,10:35 PM,0.6,0,2.25,6.9,13.5,23.1,12.03906313,13.55665538,73.2,69.2,10.5,1.918753956,26.01188614,62.61800041
2023-04-05,22903,9,01:01:19,10:57 PM,11:58 PM,0.55,0,2.45,7.1,12.1,21.8,11.88372038,11.62853856,69.2,65.2,9.2,1.834442356,21.33188366,62.88799973
2023-04-06,22902,1,01:26:26,03:39 AM,05:06 AM,0.8,0,2.55,3.9,24.8,32,20.97127125,14.55776639,92,86.8,13.1,1.525897005,22.21365214,63.49751789
2023-04-06,22902,2,02:11:40,05:29 AM,07:40 AM,1.95,0,4.2,5.65,39.1,50.7,31.22389275,14.22860935,86.4,77.6,27.6,1.623756538,23.10379747,59.62277272
2023-04-06,22902,3,01:11:22,07:57 AM,09:08 AM,1.2,0,2.2,1.75,22.3,27.2,15.76728913,13.25601141,77.2,72.4,17.6,1.725090457,22.86781878,61.99250069
2023-04-06,22902,4,01:07:21,09:23 AM,10:30 AM,1.15,0.05,2.05,0,20.7,23.9,16.23331737,14.46175267,72.4,68,16.8,1.472280708,21.29175947,68.66149969
2023-04-06,22902,5,00:10:04,01:26 PM,01:36 PM,0.05,0.25,0.45,1.5,1.3,3.5,1.242742,7.407071523,91.6,91.2,1.3,2.816352871,20.86092715,79.66399918
2023-04-06,22902,6,01:18:25,01:44 PM,03:02 PM,0.75,4.25,3.9,3.65,8.6,21.7,9.708921875,7.428718119,91.2,87.6,6.3,2.235057639,16.60361318,82.34827869
2023-04-06,22902,7,01:27:27,03:07 PM,04:35 PM,1.15,4.35,4.5,3.65,9.4,25.1,9.941936,6.821225386,87.2,83.2,7.7,2.524659181,17.2212693,82.94654517
2023-04-06,22902,8,00:28:09,04:46 PM,05:14 PM,0.5,1.3,1.45,1.2,3.8,8.6,4.349597,9.270899467,83.2,81.6,3.1,1.977194669,18.330373,81.44599876
2023-04-06,22902,9,00:30:10,05:29 PM,06:00 PM,0.35,1.25,1.5,1.65,4.8,9.8,5.2816535,10.50494619,81.6,80,3.4,1.855479539,19.49171271,80.81193602
2023-04-06,22902,10,00:33:11,06:15 PM,06:48 PM,0.35,1.3,1.55,1.2,5.5,10,6.67973825,12.07787931,80,78.4,4,1.497064649,18.08136615,80.32894204
2023-04-06,22903,1,08:49:43,04:40 AM,01:30 PM,5.1,7.8,18.8,28.7,119.7,178.2,112.7011651,12.76544676,93.2,62,86.4,1.581172651,20.18437529,67.25207958
2023-04-06,22903,2,01:08:22,03:29 PM,04:38 PM,1.65,7.35,4,0,20.1,33.2,13.59249062,11.92905077,91.6,85.6,18.2,2.442525135,29.13700634,82.85599914
2023-04-06,22903,3,01:02:20,04:45 PM,05:48 PM,1.4,3.2,2.75,0,15.8,23.1,11.34002075,10.91552799,85.6,81.6,14.7,2.03703331,22.23529412,81.31228485
2023-04-06,22903,4,02:15:43,05:54 PM,08:10 PM,1.8,5.2,5.35,0,25.1,39.4,22.21401325,9.82075988,81.2,74.4,24.8,1.773655195,17.41864178,77.71774987
2023-04-06,22903,5,02:12:41,08:26 PM,10:38 PM,1.4,0.05,5.25,14.1,26.4,46.5,23.37908388,10.57212686,74.4,66,20.2,1.98895732,21.02750911,61.77254135
2023-04-06,22903,6,00:49:15,11:05 PM,11:55 PM,0.8,0,2.15,12.25,15.1,29.4,12.03906313,14.66687893,65.6,60,12.6,2.44205049,35.81725888,58.81999931
2023-04-07,22902,1,01:26:26,03:40 AM,05:06 AM,0.8,0,3,3.8,24.1,31.9,20.97127125,14.55776639,91.6,86,12.5,1.521128577,22.14423448,54.84882811
2023-04-07,22902,2,05:03:44,05:27 AM,10:31 AM,3.85,0,10.1,15.35,76,105.4,63.379842,12.52016194,86,67.2,54.3,1.662989314,20.82089552,53.98396023
2023-04-07,22902,3,00:07:01,01:34 PM,01:41 PM,0.05,0,0.2,0,1.3,1.7,1.165070625,9.962599169,91.6,91.6,1.4,1.459139011,14.5368171,56.10649986
2023-04-07,22902,4,00:26:08,01:45 PM,02:12 PM,0.2,0,0.8,0,4.1,5.2,4.349597,9.986319643,91.6,90.4,3.2,1.195513056,11.93877551,55.58000069
2023-04-07,22902,5,00:31:09,02:29 PM,03:00 PM,0.4,0,1,0,5.1,6.7,5.359324875,10.32293716,90.4,89.6,3.7,1.250157465,12.90529695,55.43375013
2023-04-07,22902,6,00:28:09,03:15 PM,03:43 PM,0.45,0,0.9,2.65,4.4,8.5,4.582611125,9.767554796,89.2,88,3.6,1.854837726,18.11722913,55.20572348
2023-04-07,22902,7,00:33:11,03:59 PM,04:32 PM,0.4,0,1.2,2,4.9,8.6,5.203982125,9.409510623,88,86.4,3.2,1.652580619,15.54997489,54.80600014
2023-04-07,22902,8,00:30:55,04:45 PM,05:16 PM,0.5,0,0.95,1.55,4.1,7.3,4.349597,8.441266415,86.4,85.2,3.3,1.678316405,14.1671159,54.5
2023-04-07,22902,9,00:32:10,05:29 PM,06:01 PM,0.45,0,1.2,2.4,5.5,9.6,5.2816535,9.851788912,85.2,83.6,4,1.817612609,17.90673575,53.92400055
2023-04-07,22902,10,00:34:10,06:14 PM,06:48 PM,0.3,0,1.3,3.3,6.1,11.1,6.835081,12.00306907,83.2,81.6,4.9,1.623974902,19.49268293,53.42000078
2023-04-07,22903,1,08:41:41,04:44 AM,01:26 PM,4.35,0,18.35,38.1,115.9,174.7,112.9341793,12.9888197,92.8,62,74.2,1.546918755,20.0926488,54.42467696
2023-04-07,22903,2,09:29:57,02:28 PM,11:58 PM,5.4,0,20.75,65.25,93.7,182.2,86.60358313,9.116966379,81.2,47.2,81.4,2.103839049,19.18062988,51.97616554
2023-04-08,22902,1,01:07:21,07:14 AM,08:21 AM,0.95,0,2.6,10.9,21.9,36.8,15.61194638,13.90819276,88.8,82.4,13.6,2.357169255,32.78396437,39.02264691
2023-04-08,22902,2,02:27:46,08:47 AM,11:14 AM,2.2,0,5.95,21.95,45.4,75.7,31.3792355,12.74139948,81.6,68.4,31.5,2.412423336,30.73764945,43.00322971
2023-04-08,22902,3,01:05:20,11:45 AM,12:50 PM,0.8,0,2.4,5.55,18.2,27.3,15.61194638,14.33750177,68,63.2,14.4,1.748660887,25.07142857,48.14899998
2023-04-08,22902,4,01:19:25,01:12 PM,02:31 PM,1.25,0,2.75,5.95,29,38.5,21.20428537,16.02002673,62.8,55.6,19.3,1.815670716,29.08709339,50.46372484
2023-04-08,22903,1,00:37:12,12:01 AM,12:39 AM,0.45,0,1.55,6.8,5.2,13.9,4.970968,8.017690323,46.8,44,4.6,2.796236065,22.41935484,46.66999931
2023-04-08,22903,2,01:07:21,09:22 AM,10:30 AM,0.7,0,2.6,9.2,21.4,33.4,18.79647275,16.74518731,92,86,13.7,1.776929132,29.75501114,42.56600001
2023-04-08,22903,3,01:17:24,10:45 AM,12:02 PM,0.5,0,2.75,9,20.5,32.2,20.73825713,16.07616831,86,80.4,13.7,1.552685928,24.96124031,46.69238472
2023-04-08,22903,4,01:28:27,12:13 PM,01:41 PM,0.7,0,3.2,9.4,31.9,44.5,27.80635225,18.86242097,80.4,72.4,18.6,1.600353747,30.18654607,49.21184281
2023-04-08,22903,5,01:38:31,02:09 PM,03:48 PM,1.05,0,3.3,7.4,33.6,44.5,28.03936638,17.07692758,72,64,20.7,1.587054408,27.1020132,50.65963646
2023-04-09,22903,1,08:31:39,03:26 PM,11:58 PM,4.2,0,16.1,46.45,91.4,156.4,87.14728275,10.21955822,93.6,66,78.7,1.794662955,18.34066256,50.68650592
2023-04-10,22901,1,00:26:09,09:26 AM,09:52 AM,0.25,0,0.95,0,7.1,8.2,5.824731754,13.36458529,82.8,81.2,3.5,1.407790152,18.81453155,50.01066742
2023-04-10,22901,2,00:36:12,01:48 PM,02:24 PM,0.35,0,1.2,0,13.1,14.5,9.941936,16.47834696,92.4,89.6,6.4,1.458468451,24.03314917,63.28399849
2023-04-10,22903,1,01:03:20,12:02 AM,01:05 AM,0.75,0,2.55,12.95,10.1,26.3,9.0098795,8.535675316,66,60.8,8.2,2.919017951,24.91578947,39.87078135
2023-04-10,22903,2,08:35:40,02:35 PM,11:10 PM,5.05,3.45,16.4,21.45,86.8,131.4,80.23453037,9.335627322,93.2,70.4,81.5,1.637698873,15.28894635,59.74819058
2023-04-10,22903,3,00:27:08,11:30 PM,11:58 PM,0.3,0,1,4.15,5.3,10.5,5.670010375,12.53810648,70,68.4,4.2,1.851848463,23.21867322,49.17199993
2023-04-11,22901,1,03:58:13,03:41 AM,07:39 AM,2.65,0.05,8.75,28.7,63.7,100.8,52.4287995,13.20532276,92.8,74.8,37.3,1.92260744,25.38865179,43.41752098
2023-04-11,22901,2,01:01:20,07:57 AM,08:58 AM,0.85,0,2.2,5.05,19.7,26.9,15.92325325,15.57709557,74.8,70,11.8,1.689353274,26.31521739,50.26651625
2023-04-11,22901,3,00:12:04,09:24 AM,09:36 AM,0.15,0,0.4,0,3.6,4.1,2.7961695,13.90360525,70,69.2,2.4,1.466291654,20.38674033,54.26599979
2023-04-11,22901,4,00:49:15,09:41 AM,10:30 AM,0.8,0,1.6,2.9,16.5,21.1,12.7381055,15.51850416,68.8,64.8,12.4,1.656447264,25.70558376,59.55800076
2023-04-11,22901,5,01:05:22,03:30 PM,04:35 PM,0.9,1.2,2.5,0,15.6,19.8,12.81639825,11.76415953,89.6,86,15.1,1.544895814,18.17440082,73.28109006
2023-04-11,22901,6,00:55:17,05:07 PM,06:02 PM,0.8,0.55,1.8,0,12,14.6,10.33091425,11.21232779,86,83.2,13,1.413234071,15.84564365,71.16928714
2023-04-11,22901,7,00:57:18,06:09 PM,07:07 PM,0.9,0.3,1.6,0,15,17.2,11.96139175,12.52501754,83.2,80.4,14.7,1.437959759,18.0104712,69.7702074
2023-04-11,22901,8,00:51:16,07:30 PM,08:21 PM,0.75,0.1,1.9,5.05,10.9,18,10.64159975,12.45440803,80.4,76.8,11.4,1.691475007,21.0663199,66.97953821
2023-04-11,22901,9,00:53:17,08:37 PM,09:30 PM,0.6,0.05,1.85,2.45,13,17.5,12.0396845,13.55735508,76.8,74,12.2,1.453526461,19.70597435,65.17899895
2023-04-11,22901,10,00:50:15,10:00 PM,10:50 PM,0.6,0,1.85,3.95,11.1,16.9,10.640357,12.70490389,74,70.8,10.7,1.588292573,20.17910448,63.99941168
2023-04-11,22901,11,00:50:15,11:08 PM,11:58 PM,0.7,0,1.9,4.25,13.2,19.1,11.107628,13.2628394,70.8,67.2,11.8,1.719539042,22.80597015,63.58999863
2023-04-11,22902,1,01:02:19,02:37 PM,03:39 PM,1.25,1.55,3.55,3.3,15.9,25.6,11.88372037,11.44193457,91.6,87.2,14.7,2.154207537,24.64830168,73.62428632
2023-04-11,22902,2,02:20:43,03:43 PM,06:03 PM,1.9,2.85,6.3,4.25,24.3,40.4,21.4372995,9.140622788,87.2,80,22.6,1.884565731,17.22610447,72.09519189
2023-04-11,22902,3,00:52:16,06:28 PM,07:21 PM,0.8,0.55,2.2,1.2,10.8,15.7,10.17495012,11.68042744,79.6,76.8,9.7,1.543005106,18.02295918,69.33539635
2023-04-11,22902,4,04:21:20,07:37 PM,11:58 PM,2.5,0.55,8.9,4.05,38.5,55.2,38.13664512,8.755862401,76.8,66.8,32.9,1.447426742,12.67346939,64.7799378
2023-04-11,22903,1,00:40:13,12:01 AM,12:41 AM,0.4,0,1.4,5.35,5.8,12.8,5.592339,8.343315541,68,65.6,5,2.288845508,19.0965603,47.79478038
2023-04-11,22903,2,00:18:39,10:24 AM,10:43 AM,0.15,0.2,0.7,0,7.8,8.9,5.592339,17.99143914,92,90.4,4.4,1.591462892,28.63270777,60.42200065
2023-04-11,22903,3,00:19:07,01:03 PM,01:22 PM,0.2,0.55,0.9,0,7.5,9.1,5.670010375,17.7960221,90,88.4,4.6,1.604935335,28.56146469,71.02400055
2023-04-12,22901,1,02:20:43,06:00 AM,08:21 AM,1.65,0.45,4.4,5.5,26.7,37.6,23.53380525,10.0345492,93.2,86.8,25.4,1.597701672,16.03221604,59.75255256
2023-04-12,22901,2,01:07:30,08:42 AM,09:49 AM,1.05,0,1.8,0,14.5,17.2,12.50571275,11.11618911,86.8,83.6,16.1,1.375371428,15.28888889,65.39900055
2023-04-12,22901,3,01:00:19,10:01 AM,11:01 AM,1.3,0.2,1.75,0,15.8,18.2,11.10638525,11.04807596,83.6,80,15.7,1.638696982,18.10444874,71.54186803
2023-04-12,22901,4,02:16:00,11:07 AM,01:23 PM,2.05,4.45,5.15,0,30,40.8,23.3014125,10.28003493,80,72.8,30.6,1.750966814,18,77.2472351
2023-04-12,22901,5,01:01:19,01:54 PM,02:55 PM,1.25,3.2,3.25,0,18.6,26.7,12.6610555,12.38918178,72.8,67.6,18.3,2.108828921,26.12666485,81.6884194
2023-04-12,22901,6,01:02:20,03:31 PM,04:33 PM,0.75,2.1,2.45,0,15.6,20.7,12.97049825,12.48497158,72,68.4,15.6,1.595929439,19.92513369,83.00942732
2023-04-12,22901,7,00:52:16,05:00 PM,05:52 PM,0.65,2.4,2.45,0,11.6,17.3,10.486257,12.03779502,68.4,64.8,12.3,1.649778372,19.85969388,82.92505599
2023-04-12,22901,8,00:58:18,06:07 PM,07:05 PM,0.75,2,2.1,0,14,18.2,11.96139175,12.31018019,64.8,61.6,13.5,1.521562071,18.73070326,81.40176186
2023-04-12,22901,9,00:58:18,07:32 PM,08:30 PM,0.8,1.2,1.95,0,11.2,14.6,10.71864975,11.03120043,61.6,58.8,11.9,1.362111865,15.02572899,76.75471085
2023-04-12,22901,10,00:55:17,08:39 PM,09:34 PM,0.65,0.75,1.7,0,11.8,14.5,10.95228525,11.88671296,58.8,55.6,11.5,1.323924612,15.73711185,73.76000137
2023-04-12,22901,11,00:51:16,09:59 PM,10:50 PM,0.65,0.35,1.6,0,10.5,12.8,10.640357,12.45295358,55.6,53.2,12,1.202967156,14.98049415,71.42276782
2023-04-12,22901,12,00:48:15,11:10 PM,11:58 PM,0.5,0.1,1.3,0,10,11.4,10.02022875,12.46038808,52.8,50.4,9.2,1.137698578,14.1761658,69.45799904
2023-04-12,22902,1,00:23:07,12:01 AM,12:25 AM,0.35,0,0.6,0,5.7,6.6,5.670010375,14.71668158,66.8,65.6,5.3,1.164019034,17.13049748,62.74399986
2023-04-12,22902,2,08:44:42,04:42 AM,01:26 PM,5.15,5.1,16.8,8.75,109,146.4,112.8565079,12.90526105,92,66,77.7,1.297222489,16.74099485,66.89463446
2023-04-12,22902,3,00:05:01,01:35 PM,01:40 PM,0.05,0.2,0.2,0,1.2,1.6,1.242742,14.86335947,66,66,0.7,1.287475598,19.13621262,79.81999874
2023-04-12,22902,4,00:29:09,01:45 PM,02:14 PM,0.45,1.1,1.1,0,4,6.9,4.427268375,9.112730789,66,64.4,3.5,1.558523093,14.20240137,81.5
2023-04-12,22902,5,00:28:09,02:29 PM,02:57 PM,0.4,1.6,1.4,0,4.4,8.5,4.893296625,10.4297619,64.4,62.8,3.5,1.737070252,18.11722913,81.97606909
2023-04-12,22902,6,00:25:08,03:14 PM,03:39 PM,0.4,1.5,1.3,0,3.6,7.1,4.427268375,10.5690757,62.8,61.6,2.7,1.603697675,16.94960212,82.56200027
2023-04-12,22902,7,00:27:09,03:59 PM,04:26 PM,0.35,1.9,1.3,0,4.7,8.4,4.893296625,10.81391519,61.6,60,3.3,1.716634131,18.56353591,83.08399849
2023-04-12,22902,8,00:31:10,04:45 PM,05:16 PM,0.65,2.05,1.65,0,4.5,9.3,4.50493975,8.672611283,60,58.4,4.5,2.064400528,17.90374332,83.11999931
2023-04-12,22902,9,00:30:09,05:29 PM,05:59 PM,0.3,1.4,1.35,0,4.8,8.3,5.203982125,10.35618333,58,56.4,3.4,1.594932458,16.51741294,82.64387046
2023-04-12,22902,10,00:36:11,06:16 PM,06:52 PM,0.35,1.4,1.55,0,5.9,9.6,6.602066875,10.94769265,56.4,54.8,4.9,1.454090088,15.91893137,81.62940466
2023-04-12,22903,1,03:57:13,03:43 AM,07:40 AM,2.4,0.3,8.7,9.5,62.7,83.3,52.195164,13.20189633,93.2,78.4,38,1.595933294,21.06934589,59.53035394
2023-04-12,22903,2,02:31:47,07:57 AM,10:29 AM,1.85,1.35,5.5,4.6,37.5,50.4,32.07827787,12.68055346,78.4,69.6,27.2,1.571156662,19.92313605,65.36678938
2023-04-12,22903,3,01:37:31,01:08 PM,02:46 PM,1,4.6,5.2,3.8,34.4,49.1,29.04909425,17.87331043,84.4,75.6,28.5,1.690242029,30.21022048,80.87312197
2023-04-12,22903,4,01:29:37,02:51 PM,04:21 PM,1.15,4.85,4.9,3.05,11.9,28.1,20.11688612,13.46862378,75.6,68.4,24.7,1.39683646,18.81346476,82.80559944
2023-04-12,22903,5,01:38:30,04:45 PM,06:24 PM,1.35,6.4,5.75,3.15,31.5,47.9,22.13634187,13.48406612,68,58.8,30.5,2.163862497,29.17766497,82.78112189
2023-04-12,22903,6,01:16:23,06:36 PM,07:52 PM,0.8,2.95,3.95,2.45,24.2,34.7,19.49551512,15.31395471,58.8,52,22.1,1.779896544,27.25725507,79.61818057
2023-04-12,22903,7,01:18:25,08:25 PM,09:44 PM,0.75,1.95,3.85,2.65,25.4,34.7,21.20428537,16.22432037,52,44.8,21.5,1.636461658,26.55047821,74.07592385
2023-04-13,22901,1,00:11:04,12:05 AM,12:16 AM,0.1,0,0.3,0,2.6,2.9,2.950269508,15.99543709,50.4,49.6,2.7,0.982961045,15.72289157,67.51399918
2023-04-13,22901,2,00:59:18,06:03 AM,07:02 AM,0.9,0.1,1.6,0,15.5,17.5,13.51606199,13.67561078,93.2,90,14.4,1.294755825,17.70657673,59.44729994
2023-04-13,22901,3,00:54:17,07:32 AM,08:26 AM,0.8,0,1.5,0,10.2,12.1,10.3296715,11.41750611,90,87.6,10.8,1.171382846,13.3742708,64.0439268
2023-04-13,22901,4,00:53:17,08:44 AM,09:37 AM,0.9,0.65,1.75,0,15.9,18.6,12.19502725,13.73227966,87.6,84.4,15.2,1.525211845,20.9446356,72.39200096
2023-04-13,22901,5,00:47:14,10:01 AM,10:48 AM,0.85,1.7,1.8,0,11.8,15.8,10.640357,13.51633212,84.4,81.6,12.3,1.484912583,20.07057163,77.98324997
2023-04-13,22901,6,00:58:18,11:15 AM,12:13 PM,1,2.55,2.5,0,14.5,20.3,11.34002075,11.67069031,81.6,78,14.5,1.790120181,20.89193825,81.73582974
2023-04-13,22901,7,02:10:02,12:34 PM,02:44 PM,2.15,6.95,6.55,0,31.7,48.3,25.1655255,11.61188052,78,69.2,32,1.919292327,22.28659318,85.35911606
2023-04-13,22902,1,01:25:26,03:40 AM,05:05 AM,0.7,0,2.65,3.3,22.3,29.1,20.97127125,14.72816553,91.2,86.4,10.2,1.387612589,20.4369879,61.50786154
2023-04-13,22902,2,02:08:39,05:27 AM,07:36 AM,1.85,0,3.95,3.65,38.1,47.6,31.14622138,14.52602629,86,77.6,27.9,1.528275274,22.19976681,59.50609287
2023-04-13,22902,3,02:36:48,07:56 AM,10:32 AM,2.1,3.75,5.45,1.9,38.8,52.3,31.92293512,12.21540885,77.6,68,29.5,1.63832053,20.0127551,72.0129684
2023-04-13,22902,4,01:27:27,01:34 PM,03:01 PM,0.8,3.85,3.9,0,10.2,20,10.8739925,7.460715266,91.6,88,7.4,1.839250855,13.72212693,86.10554436
2023-04-13,22902,5,00:28:09,03:14 PM,03:42 PM,0.45,2.15,1.65,0,4,8.8,4.50493975,9.60200302,88,86.8,3.4,1.953411253,18.75666075,86.72372342
2023-04-13,22902,6,00:32:11,03:55 PM,04:28 PM,0.3,2.4,1.85,0,5.1,10.3,5.203982125,9.701882781,86.8,84.8,3.7,1.979253532,19.20248576,86.82799835
2023-04-13,22902,7,00:37:11,04:40 PM,05:17 PM,0.65,2.8,2.1,0,4.5,10.7,4.50493975,7.269288705,85.2,83.2,4.2,2.3751705,17.26580009,86.50400124
2023-04-13,22902,8,00:27:09,05:28 PM,05:56 PM,0.3,1.7,1.4,0,4.6,8.4,5.2816535,11.67216243,83.2,82,3.7,1.590411033,18.56353591,85.66250074
2023-04-13,22902,9,00:43:13,06:07 PM,06:50 PM,0.4,1.8,1.85,0,5.5,10,6.602066875,9.166001061,82,80.4,4,1.514677174,13.88353259,84.1950908
2023-04-13,22903,1,01:05:20,03:33 PM,04:38 PM,0.85,3.1,2.85,0,15.1,22.6,12.66043412,11.6269293,92.4,88.4,14.6,1.785088866,20.75510204,86.81327121
2023-04-13,22903,2,01:04:46,04:56 PM,06:01 PM,0.9,4.45,3.2,0,12.2,21.6,10.71864975,9.929783608,88.4,84.8,12.7,2.015179197,20.01029336,86.03489326
2023-04-13,22903,3,00:57:18,06:07 PM,07:04 PM,0.6,2.3,2.4,0,13.2,19.1,11.806049,12.36235497,84.8,81.2,13.1,1.617814732,20,83.60103403
2023-04-13,22903,4,00:52:16,07:33 PM,08:25 PM,0.55,1.55,1.85,0,10.3,14.2,10.2526215,11.76959101,81.2,78.4,11.1,1.385011628,16.30102041,77.82833811
2023-04-13,22903,5,00:59:19,08:39 PM,09:39 PM,0.6,1.15,1.95,0,12.7,16.5,11.96139175,12.09918806,78.4,75.6,12,1.379438141,16.69008148,74.56999931
2023-04-13,22903,6,00:47:14,10:02 PM,10:49 PM,0.5,0.1,1.3,0,9.6,11.5,10.33029287,13.12246096,75.6,73.2,10,1.11323078,14.60832745,72.54199867
2023-04-13,22903,7,00:48:15,11:10 PM,11:58 PM,0.5,0,1.45,3.25,10,15,9.78659325,12.16985689,73.2,70.8,9.8,1.532709046,18.65284974,70.86200027
2023-04-14,22901,1,08:47:43,04:43 AM,01:30 PM,4.9,7.2,16.65,3.15,107.3,136.2,113.4772575,12.90206636,93.6,69.6,75.5,1.200240497,15.48558254,69.90529104
2023-04-14,22901,2,06:36:02,03:20 PM,09:56 PM,5.85,10,17.55,0,65.8,99.1,60.42957249,9.15522519,93.2,76,60.4,1.639925552,15.01388772,78.0108253
2023-04-14,22901,3,01:54:36,10:03 PM,11:58 PM,1.7,0.55,4.1,0,18.5,24.4,20.7388785,10.85805157,76,71.6,15.8,1.176534209,12.77486911,69.09111387
2023-04-14,22902,1,03:56:14,03:44 AM,07:40 AM,2.7,0.1,8,12.75,65.4,89.3,52.35050675,13.2963048,91.6,76,43.3,1.705809658,22.68096515,60.26777923
